Status,DAMS_ARK,New Predicate,Clean_Label (used for reconciliation can probably be deleted),Action,clustering label,clustering id,MARC_tag,Sample_Object_ARK,Object_Counts
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb59400020,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb0444891s,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb59741315,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4745273v,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb5974134q,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb51207076,6
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6008260r,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb66565408,93
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6042389v,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4881788c,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6076525k,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb9762368g,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb61106484,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6622423m,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6178914j,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb5291343p,23
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb62130392,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3038772q,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb62131160,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3652955j,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6213130v,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb80215922,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6247167q,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6690689b,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6247246p,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3857714z,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb62813025,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb1059239q,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6315433x,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3721377n,12
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb63495576,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb79876346,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb63495602,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb68954524,8
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6383765k,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6315050j,73
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6383877j,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb76808167,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6417823d,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb96941178,14
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb65202111,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb17759689,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb65202132,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb68613250,39
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb65544237,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4472031v,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6588471d,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb5632660z,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6656727t,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb87384929,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6656730p,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb37213722,88
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb66567316,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb1434670b,8
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6690866q,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3277295s,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb66908698,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6451948f,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb67591224,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6144601c,52
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6827454b,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb9796338t,396
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6861511b,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb66224134,14
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb68956411,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb8431302k,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6963899v,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb5735053x,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6998030x,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb60763486,147
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb6998031f,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb0683792n,9
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7066288m,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb7407410h,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7100421k,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4608757k,42
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7134554t,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb88066933,10031
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb71686783,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb7543933g,8
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7168679m,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb0854453v,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7168682g,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb1571170q,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7202810j,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb7885239t,27
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb72028971,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6827049n,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7236941r,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb2322038m,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb72710703,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb5018312w,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7271150k,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb65198751,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7305200z,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6383514r,9
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb73052790,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3925995m,14
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7305286x,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb2765578x,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7339334q,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4574633r,644
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7373543m,dams:genreForm,Pictorial Works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3960074j,8
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7407591b,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb63493799,20
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7441721w,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3311821m,10
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7441798w,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb2936201j,15
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7441811v,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4335553g,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7509981t,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb34824657,7
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7509982b,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4028547w,5
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7544112t,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb47111477,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7578242h,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4506366k,4
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7612368m,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb7031992x,13
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb76123694,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb90797841,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb76123720,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb9694116r,84
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7646501s,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb68954524,8
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7680633r,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6417629m,350
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7680710p,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb1946453z,3
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb77147583,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb9933029p,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb77488925,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb65882873,26
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb77831045,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb5939649k,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7851278f,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb00012134,6
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7851280s,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb3311812n,173
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb78512819,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb5700914b,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7885415p,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb7031981x,13
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7919537g,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb4984190m,2
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb7919622v,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb68952988,1
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb79536708,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb04448929,36
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb79878055,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb6076345n,59
split from complex matched FAST,http://library.ucsd.edu/ark:/20775/bb8021928k,dams:genreForm,Pictorial works,FAST,Pictorial works,http://id.worldcat.org/fast/1423874,155,http://library.ucsd.edu/dc/object/bb00694563,3
